"","Gene","statistic","pvalue","adj_p_value"
"40408","241870_at"," 4.501949e-01","6.583719e-01","1.000000e+00"
"40409","241872_at","-4.758570e+00","5.944476e-04","1.000000e+00"
"40410","241873_at","-4.658089e-01","6.502320e-01","1.000000e+00"
"40411","241874_at","-1.926329e+00","7.346391e-02","1.000000e+00"
"40412","241875_at"," 1.990169e-01","8.451516e-01","1.000000e+00"
"40413","241876_at","-4.204578e-01","6.797017e-01","1.000000e+00"
"40414","241878_at","-1.522891e+00","1.433271e-01","1.000000e+00"
"40415","241879_at","-3.577731e+00","2.665494e-03","1.000000e+00"
"40416","241880_x_at","-1.152279e+00","2.717316e-01","1.000000e+00"
"40417","241881_at"," 1.142942e+00","2.661456e-01","1.000000e+00"
"40418","241882_at"," 6.066615e-01","5.532442e-01","1.000000e+00"
"40419","241883_x_at"," 1.351071e+00","1.862359e-01","1.000000e+00"
"40420","241885_at","-1.826386e+00","9.398264e-02","1.000000e+00"
"40421","241886_x_at"," 1.347321e+00","1.907659e-01","1.000000e+00"
"40422","241889_at"," 8.396606e-01","4.077909e-01","1.000000e+00"
"40423","241890_at"," 1.103631e+00","2.874305e-01","1.000000e+00"
"40424","241891_at","-3.293805e+00","5.665264e-03","1.000000e+00"
"40425","241892_at"," 1.110681e+00","2.754757e-01","1.000000e+00"
"40426","241893_at","-2.146121e-01","8.332568e-01","1.000000e+00"
"40427","241894_at","-3.144000e-01","7.582415e-01","1.000000e+00"
"40428","241896_at","-7.508214e-03","9.941164e-01","1.000000e+00"
"40429","241897_at","-2.952774e+00","1.244151e-02","1.000000e+00"
"40430","241898_at"," 2.614201e+00","2.029429e-02","1.000000e+00"
"40431","241899_at"," 1.659800e+00","1.166187e-01","1.000000e+00"
"40432","241901_at"," 1.901809e+00","7.349652e-02","1.000000e+00"
"40433","241902_at","-8.638630e-01","4.067138e-01","1.000000e+00"
"40434","241903_at"," 3.563485e-01","7.253029e-01","1.000000e+00"
"40435","241905_at","-1.204108e+00","2.477284e-01","1.000000e+00"
"40436","241906_at","-2.221882e+00","3.706308e-02","1.000000e+00"
"40437","241907_at"," 2.107206e+00","4.677864e-02","1.000000e+00"
"40438","241909_at","-1.546758e+00","1.498387e-01","1.000000e+00"
"40439","241911_at"," 1.649585e+00","1.107935e-01","1.000000e+00"
"40440","241912_at"," 1.691121e+00","1.042845e-01","1.000000e+00"
"40441","241913_at"," 3.497336e-01","7.317575e-01","1.000000e+00"
"40442","241914_s_at","-5.186029e-01","6.145364e-01","1.000000e+00"
"40443","241915_at"," 2.468123e+00","2.123424e-02","1.000000e+00"
"40444","241916_at","-2.851583e+00","1.491668e-02","1.000000e+00"
"40445","241918_at"," 5.131009e+00","1.513648e-05","6.421196e-01"
"40446","241919_x_at"," 2.169133e+00","4.062591e-02","1.000000e+00"
"40447","241920_x_at"," 5.269926e-01","6.054001e-01","1.000000e+00"
"40448","241922_at","-1.596632e+00","1.305697e-01","1.000000e+00"
"40449","241923_x_at"," 9.739616e-01","3.403165e-01","1.000000e+00"
"40450","241924_at","-2.718325e-01","7.898712e-01","1.000000e+00"
"40451","241925_x_at","-2.667041e-01","7.919505e-01","1.000000e+00"
"40452","241926_s_at","-5.008676e+00","3.347655e-04","1.000000e+00"
"40453","241927_x_at"," 3.582087e+00","2.157853e-03","1.000000e+00"
"40454","241929_at","-2.820605e+00","1.566139e-02","1.000000e+00"
"40455","241931_at","-2.225523e-01","8.272050e-01","1.000000e+00"
"40456","241932_at","-1.736571e+00","1.017570e-01","1.000000e+00"
"40457","241933_at"," 2.052007e+00","6.041008e-02","1.000000e+00"
"40458","241935_at"," 4.608758e+00","9.602518e-05","1.000000e+00"
"40459","241936_x_at","-1.007719e+00","3.278071e-01","1.000000e+00"
"40460","241937_s_at"," 5.279859e-01","6.042573e-01","1.000000e+00"
"40461","241938_at","-4.204619e+00","1.338660e-03","1.000000e+00"
"40462","241939_at"," 6.937812e-01","4.945605e-01","1.000000e+00"
"40463","241940_at"," 5.982631e-01","5.584030e-01","1.000000e+00"
"40464","241941_at"," 7.201414e-01","4.794064e-01","1.000000e+00"
"40465","241942_at","-2.863353e-02","9.775978e-01","1.000000e+00"
"40466","241943_at"," 4.249263e-01","6.746835e-01","1.000000e+00"
"40467","241944_x_at"," 3.513447e-01","7.306561e-01","1.000000e+00"
"40468","241945_at"," 6.995652e-01","4.938174e-01","1.000000e+00"
"40469","241946_at"," 1.640265e+00","1.215288e-01","1.000000e+00"
"40470","241947_at","-1.950039e-01","8.473689e-01","1.000000e+00"
"40471","241948_at"," 5.523631e+00","1.048230e-05","4.455188e-01"
"40472","241949_at"," 9.647397e-03","9.923813e-01","1.000000e+00"
"40473","241950_at"," 4.069585e-01","6.917001e-01","1.000000e+00"
"40474","241951_at","-2.184586e+00","4.544263e-02","1.000000e+00"
"40475","241953_at"," 9.224194e-01","3.676700e-01","1.000000e+00"
"40476","241954_at","-1.025017e+00","3.224451e-01","1.000000e+00"
"40477","241956_at","-1.347410e+00","2.001135e-01","1.000000e+00"
"40478","241958_at"," 2.310094e+00","2.996147e-02","1.000000e+00"
"40479","241960_at"," 1.547212e+00","1.399004e-01","1.000000e+00"
"40480","241961_at"," 8.134919e-01","4.321478e-01","1.000000e+00"
"40481","241962_at"," 1.035398e+00","3.132100e-01","1.000000e+00"
"40482","241964_at"," 7.621680e-01","4.584216e-01","1.000000e+00"
"40483","241965_at","-1.999377e+00","6.472757e-02","1.000000e+00"
"40484","241966_at","-2.329397e+00","3.292526e-02","1.000000e+00"
"40485","241967_at"," 2.078485e+00","4.638535e-02","1.000000e+00"
"40486","241968_at"," 2.349069e+00","3.512269e-02","1.000000e+00"
"40487","241970_at","-1.915204e+00","7.116727e-02","1.000000e+00"
"40488","241971_at"," 5.492470e-01","5.922989e-01","1.000000e+00"
"40489","241972_at","-6.274792e-01","5.395626e-01","1.000000e+00"
"40490","241974_at","-1.367135e+00","1.941760e-01","1.000000e+00"
"40491","241975_at","-2.292855e+00","3.864652e-02","1.000000e+00"
"40492","241977_s_at"," 8.585572e-01","4.048684e-01","1.000000e+00"
"40493","241978_at","-3.536202e-01","7.271089e-01","1.000000e+00"
"40494","241979_x_at","-1.810120e-01","8.586214e-01","1.000000e+00"
"40495","241980_at"," 2.579754e+00","1.546869e-02","1.000000e+00"
"40496","241981_at","-4.307812e+00","1.820448e-03","1.000000e+00"
"40497","241982_at"," 4.575006e-01","6.507196e-01","1.000000e+00"
"40498","241983_at"," 1.406995e+00","1.834439e-01","1.000000e+00"
"40499","241985_at","-4.751750e-01","6.441710e-01","1.000000e+00"
"40500","241986_at","-6.795944e-01","5.107869e-01","1.000000e+00"
"40501","241987_x_at","-1.483377e+00","1.567756e-01","1.000000e+00"
"40502","241988_x_at"," 1.034604e-01","9.187657e-01","1.000000e+00"
"40503","241990_at"," 5.815089e-01","5.674751e-01","1.000000e+00"
"40504","241991_at","-9.143771e-01","3.725974e-01","1.000000e+00"
"40505","241992_at","-1.403707e-01","8.901574e-01","1.000000e+00"
"40506","241993_x_at","-1.720818e+00","1.041881e-01","1.000000e+00"
"40507","241994_at"," 3.257973e+00","4.465159e-03","1.000000e+00"
"40508","241995_at"," 4.813986e-01","6.371228e-01","1.000000e+00"
"40509","241996_at","-6.485464e-01","5.258765e-01","1.000000e+00"
"40510","241997_at","-6.410270e-01","5.318744e-01","1.000000e+00"
"40511","241998_at","-8.205165e-01","4.279288e-01","1.000000e+00"
"40512","241999_at"," 1.840970e+00","8.793938e-02","1.000000e+00"
"40513","242000_at"," 9.559860e-01","3.519284e-01","1.000000e+00"
"40514","242002_at"," 3.001323e+00","5.389870e-03","1.000000e+00"
"40515","242003_at","-4.191045e-01","6.823114e-01","1.000000e+00"
"40516","242004_x_at","-1.457778e+00","1.627709e-01","1.000000e+00"
"40517","242007_at","-1.302662e+00","2.138178e-01","1.000000e+00"
"40518","242008_at","-1.725322e+00","1.033034e-01","1.000000e+00"
"40519","242009_at"," 4.124972e-01","6.849997e-01","1.000000e+00"
"40520","242012_at"," 3.173156e-02","9.749985e-01","1.000000e+00"
"40521","242013_at"," 1.957784e+00","7.107516e-02","1.000000e+00"
"40522","242014_at","-1.307270e+00","2.040038e-01","1.000000e+00"
"40523","242016_at"," 9.276803e-01","3.706798e-01","1.000000e+00"
"40524","242017_at"," 9.855130e-01","3.331049e-01","1.000000e+00"
"40525","242018_at"," 1.498536e-01","8.828292e-01","1.000000e+00"
"40526","242019_at"," 1.671972e+00","1.155843e-01","1.000000e+00"
"40527","242020_s_at","-1.312119e+00","2.026468e-01","1.000000e+00"
"40528","242023_at","-3.029035e+00","9.074376e-03","1.000000e+00"
"40529","242024_at","-7.781141e-01","4.492463e-01","1.000000e+00"
"40530","242026_at","-1.321034e-01","8.961859e-01","1.000000e+00"
"40531","242028_at"," 2.317508e-01","8.197802e-01","1.000000e+00"
"40532","242029_at","-1.311279e+00","2.163165e-01","1.000000e+00"
"40533","242030_at"," 8.500991e-04","9.993333e-01","1.000000e+00"
"40534","242031_at"," 2.370855e+00","3.067333e-02","1.000000e+00"
"40535","242032_at","-9.061019e-01","3.768014e-01","1.000000e+00"
"40536","242033_at","-4.445846e+00","1.241148e-03","1.000000e+00"
"40537","242034_at"," 3.325148e+00","3.117521e-03","1.000000e+00"
"40538","242035_at"," 1.184030e-01","9.072108e-01","1.000000e+00"
"40539","242036_x_at"," 7.319558e-01","4.761147e-01","1.000000e+00"
"40540","242037_at"," 7.934579e-02","9.382261e-01","1.000000e+00"
"40541","242038_at"," 1.786774e+00","8.478430e-02","1.000000e+00"
"40542","242041_at","-1.157290e+00","2.609051e-01","1.000000e+00"
"40543","242042_s_at"," 3.942207e+00","5.301289e-04","1.000000e+00"
"40544","242043_s_at"," 2.433042e+00","2.417723e-02","1.000000e+00"
"40545","242046_at"," 1.563405e+00","1.310342e-01","1.000000e+00"
"40546","242047_at"," 1.724732e+00","1.014570e-01","1.000000e+00"
"40547","242049_s_at"," 2.609321e+00","1.481770e-02","1.000000e+00"
"40548","242051_at","-2.784335e+00","1.412950e-02","1.000000e+00"
"40549","242052_at","-1.749003e+00","9.824877e-02","1.000000e+00"
"40550","242053_at"," 3.888141e+00","1.106076e-03","1.000000e+00"
"40551","242054_s_at","-2.103036e-01","8.370903e-01","1.000000e+00"
"40552","242055_at"," 2.771892e+00","1.216424e-02","1.000000e+00"
"40553","242058_at","-2.045017e+00","5.738740e-02","1.000000e+00"
"40554","242059_at","-6.671783e-01","5.118925e-01","1.000000e+00"
"40555","242060_x_at","-2.046009e+00","6.550784e-02","1.000000e+00"
"40556","242061_at"," 4.280403e+00","1.715179e-04","1.000000e+00"
"40557","242063_s_at","-6.730105e-01","5.088465e-01","1.000000e+00"
"40558","242064_at"," 2.912522e+00","6.541346e-03","1.000000e+00"
"40559","242066_at","-2.157113e-01","8.330774e-01","1.000000e+00"
"40560","242067_at"," 9.237869e-01","3.633560e-01","1.000000e+00"
"40561","242068_at","-1.091951e+00","2.901426e-01","1.000000e+00"
"40562","242069_at"," 1.260608e+00","2.331504e-01","1.000000e+00"
"40563","242070_at"," 2.985913e-01","7.672052e-01","1.000000e+00"
"40564","242072_at","-7.026678e-01","4.947611e-01","1.000000e+00"
"40565","242073_at","-3.284538e-01","7.468330e-01","1.000000e+00"
"40566","242074_at","-6.568132e-01","5.195135e-01","1.000000e+00"
"40567","242076_at"," 9.982745e-02","9.217369e-01","1.000000e+00"
"40568","242077_x_at"," 7.120356e-02","9.443085e-01","1.000000e+00"
"40569","242078_at"," 1.676316e+00","1.092657e-01","1.000000e+00"
"40570","242079_at"," 7.170256e-01","4.811760e-01","1.000000e+00"
"40571","242080_at"," 2.049740e-01","8.407079e-01","1.000000e+00"
"40572","242083_at"," 1.658006e+00","1.231270e-01","1.000000e+00"
"40573","242084_at"," 1.624661e+00","1.238164e-01","1.000000e+00"
"40574","242085_at"," 7.032255e-01","4.890537e-01","1.000000e+00"
"40575","242086_at"," 1.060953e+00","3.042708e-01","1.000000e+00"
"40576","242087_x_at"," 1.587782e+00","1.248882e-01","1.000000e+00"
"40577","242089_at"," 3.330360e-01","7.436585e-01","1.000000e+00"
"40578","242090_x_at","-6.849430e-01","4.993854e-01","1.000000e+00"
"40579","242092_at"," 1.570035e+00","1.265956e-01","1.000000e+00"
"40580","242093_at"," 3.003330e+00","8.919501e-03","1.000000e+00"
"40581","242095_at"," 9.866472e-01","3.387302e-01","1.000000e+00"
"40582","242096_at"," 5.586309e-02","9.563221e-01","1.000000e+00"
"40583","242097_at"," 1.928706e+00","6.977625e-02","1.000000e+00"
"40584","242098_at"," 4.309140e+00","1.520679e-04","1.000000e+00"
"40585","242099_at","-3.901560e-01","7.006290e-01","1.000000e+00"
"40586","242100_at","-9.198528e+00","1.141842e-07","4.914373e-03"
"40587","242101_at"," 8.769239e-01","3.965425e-01","1.000000e+00"
"40588","242102_at"," 2.807296e+00","1.165002e-02","1.000000e+00"
"40589","242105_at"," 1.896056e+00","8.105294e-02","1.000000e+00"
"40590","242106_at","-2.153857e+00","4.629680e-02","1.000000e+00"
"40591","242107_x_at","-1.965114e+00","6.773182e-02","1.000000e+00"
"40592","242108_at","-7.846921e-01","4.459029e-01","1.000000e+00"
"40593","242110_at","-1.181294e+00","2.530795e-01","1.000000e+00"
"40594","242111_at","-1.270214e+00","2.272446e-01","1.000000e+00"
"40595","242114_at","-1.152542e+00","2.659807e-01","1.000000e+00"
"40596","242115_at","-1.626719e-01","8.733259e-01","1.000000e+00"
"40597","242117_at","-2.552526e+00","1.992202e-02","1.000000e+00"
"40598","242118_x_at"," 5.155683e-01","6.129785e-01","1.000000e+00"
"40599","242120_at"," 1.641391e-01","8.719178e-01","1.000000e+00"
"40600","242121_at","-1.418011e+00","1.730488e-01","1.000000e+00"
"40601","242122_at"," 6.627653e-01","5.157388e-01","1.000000e+00"
"40602","242123_at","-1.013829e+00","3.261035e-01","1.000000e+00"
"40603","242124_at"," 1.145935e+00","2.707813e-01","1.000000e+00"
"40604","242126_at","-1.372024e+00","1.930731e-01","1.000000e+00"
"40605","242127_at"," 2.127531e+00","4.298634e-02","1.000000e+00"
"40606","242128_at"," 9.312899e-01","3.617892e-01","1.000000e+00"
"40607","242129_at","-1.760853e-01","8.628250e-01","1.000000e+00"
"40608","242130_at"," 6.730417e-01","5.058549e-01","1.000000e+00"
"40609","242132_x_at"," 1.022566e+00","3.254533e-01","1.000000e+00"
"40610","242133_s_at"," 1.512560e-01","8.814009e-01","1.000000e+00"
"40611","242134_at","-6.393773e-01","5.314860e-01","1.000000e+00"
"40612","242135_at"," 8.181629e-01","4.226429e-01","1.000000e+00"
"40613","242138_at"," 1.284117e+00","2.084547e-01","1.000000e+00"
"40614","242139_s_at","-2.034356e-01","8.420341e-01","1.000000e+00"
"40615","242140_at","-3.582536e-01","7.259164e-01","1.000000e+00"
"40616","242143_at","-3.319214e+00","4.119908e-03","1.000000e+00"
"40617","242144_at","-1.446588e+00","1.656373e-01","1.000000e+00"
"40618","242145_at","-4.121256e-01","6.877745e-01","1.000000e+00"
"40619","242146_at","-1.631665e+00","1.261196e-01","1.000000e+00"
"40620","242147_at","-1.990128e+00","6.525876e-02","1.000000e+00"
"40621","242148_at"," 3.373799e+00","3.667464e-03","1.000000e+00"
"40622","242149_at"," 1.809018e+00","8.872421e-02","1.000000e+00"
"40623","242150_at"," 1.314281e+00","2.072664e-01","1.000000e+00"
"40624","242151_at"," 1.507532e+00","1.530191e-01","1.000000e+00"
"40625","242152_at"," 2.573837e+00","1.752604e-02","1.000000e+00"
"40626","242153_at"," 2.964987e+00","9.176898e-03","1.000000e+00"
"40627","242154_x_at"," 2.420802e+00","2.225926e-02","1.000000e+00"
"40628","242155_x_at"," 1.105099e+00","2.847249e-01","1.000000e+00"
"40629","242158_at"," 4.499831e-01","6.582829e-01","1.000000e+00"
"40630","242159_at"," 1.069604e+00","2.997327e-01","1.000000e+00"
"40631","242160_at","-3.932709e-01","6.982006e-01","1.000000e+00"
"40632","242161_at"," 1.101306e+00","2.849530e-01","1.000000e+00"
"40633","242162_at"," 1.874144e+00","7.093363e-02","1.000000e+00"
"40634","242163_at","-1.340219e+00","2.034821e-01","1.000000e+00"
"40635","242164_s_at"," 6.123219e-01","5.480961e-01","1.000000e+00"
"40636","242165_at"," 5.006414e-02","9.605210e-01","1.000000e+00"
"40637","242166_at"," 1.799021e+00","8.642759e-02","1.000000e+00"
"40638","242167_at","-1.305505e+00","2.182779e-01","1.000000e+00"
"40639","242168_at","-1.301570e+00","2.127300e-01","1.000000e+00"
"40640","242169_at","-1.057718e+00","3.074013e-01","1.000000e+00"
"40641","242170_at"," 7.918012e-01","4.373290e-01","1.000000e+00"
"40642","242172_at","-3.681780e+00","4.286568e-03","1.000000e+00"
"40643","242173_at","-1.872764e-01","8.542831e-01","1.000000e+00"
"40644","242174_at"," 1.040034e+00","3.138017e-01","1.000000e+00"
"40645","242175_at","-9.967635e-01","3.357850e-01","1.000000e+00"
"40646","242177_at"," 1.502451e+00","1.551838e-01","1.000000e+00"
"40647","242178_at","-1.860145e-01","8.556455e-01","1.000000e+00"
"40648","242179_s_at"," 4.546690e-01","6.545134e-01","1.000000e+00"
"40649","242182_x_at"," 1.034700e+00","3.164073e-01","1.000000e+00"
"40650","242185_at"," 5.842796e-01","5.706086e-01","1.000000e+00"
"40651","242186_x_at"," 1.098777e+00","2.890642e-01","1.000000e+00"
"40652","242188_at","-1.700873e+00","1.118980e-01","1.000000e+00"
"40653","242190_at","-4.270991e-01","6.746722e-01","1.000000e+00"
"40654","242191_at","-2.872722e+00","1.031756e-02","1.000000e+00"
"40655","242192_at"," 1.947414e+00","6.679956e-02","1.000000e+00"
"40656","242193_at"," 3.353423e-01","7.402706e-01","1.000000e+00"
"40657","242195_x_at","-2.493748e+00","2.418614e-02","1.000000e+00"
"40658","242196_at"," 3.793100e+00","9.300560e-04","1.000000e+00"
"40659","242197_x_at"," 3.174528e-04","9.997509e-01","1.000000e+00"
"40660","242198_at"," 3.679347e-01","7.166422e-01","1.000000e+00"
"40661","242199_at"," 1.991941e+00","6.481310e-02","1.000000e+00"
"40662","242200_at"," 1.038693e+00","3.149923e-01","1.000000e+00"
"40663","242201_at"," 5.106852e-01","6.141885e-01","1.000000e+00"
"40664","242202_at"," 4.590317e-01","6.516109e-01","1.000000e+00"
"40665","242203_at"," 1.897966e+00","8.208986e-02","1.000000e+00"
"40666","242204_at"," 1.772337e+00","9.148509e-02","1.000000e+00"
"40667","242205_at","-3.867653e-01","7.056771e-01","1.000000e+00"
"40668","242208_at"," 5.291994e-01","6.039624e-01","1.000000e+00"
"40669","242209_at"," 6.824822e-01","5.019506e-01","1.000000e+00"
"40670","242211_x_at"," 1.539134e+00","1.454227e-01","1.000000e+00"
"40671","242212_at"," 7.467438e-01","4.642658e-01","1.000000e+00"
"40672","242213_at","-5.602995e-01","5.828253e-01","1.000000e+00"
"40673","242214_at"," 1.820984e+00","8.334711e-02","1.000000e+00"
"40674","242215_at"," 1.470143e+00","1.653114e-01","1.000000e+00"
"40675","242216_at","-2.370472e+00","3.570251e-02","1.000000e+00"
"40676","242217_s_at"," 1.245027e+00","2.230747e-01","1.000000e+00"
"40677","242219_at"," 2.204625e+00","4.103996e-02","1.000000e+00"
"40678","242220_at"," 2.723144e+00","1.155143e-02","1.000000e+00"
"40679","242221_at"," 8.499120e-01","4.083521e-01","1.000000e+00"
"40680","242222_at"," 2.662155e+00","1.773082e-02","1.000000e+00"
"40681","242224_at","-3.945453e-02","9.690971e-01","1.000000e+00"
"40682","242225_at","-1.142243e+00","2.710236e-01","1.000000e+00"
"40683","242226_at"," 1.115931e+00","2.850258e-01","1.000000e+00"
"40684","242227_at"," 8.790167e-01","3.912784e-01","1.000000e+00"
"40685","242228_at","-1.625463e+00","1.211509e-01","1.000000e+00"
"40686","242230_at","-4.452740e+00","3.125976e-04","1.000000e+00"
"40687","242231_at","-8.458518e-02","9.339129e-01","1.000000e+00"
"40688","242232_at","-2.542259e+00","2.350703e-02","1.000000e+00"
"40689","242233_at","-2.611841e+00","1.817276e-02","1.000000e+00"
"40690","242234_at","-2.677545e+00","2.103516e-02","1.000000e+00"
"40691","242235_x_at","-1.929426e+00","6.879061e-02","1.000000e+00"
"40692","242236_at"," 1.432334e-01","8.879110e-01","1.000000e+00"
"40693","242237_at"," 6.516397e-01","5.244548e-01","1.000000e+00"
"40694","242238_at"," 2.358806e+00","3.316046e-02","1.000000e+00"
"40695","242239_at"," 2.441842e-01","8.102979e-01","1.000000e+00"
"40696","242240_at","-1.069724e+00","3.055275e-01","1.000000e+00"
"40697","242242_at","-5.599093e-01","5.803165e-01","1.000000e+00"
"40698","242243_at","-1.962607e+00","7.443419e-02","1.000000e+00"
"40699","242245_at"," 1.651387e-01","8.715322e-01","1.000000e+00"
"40700","242246_x_at"," 1.761165e+00","9.126320e-02","1.000000e+00"
"40701","242247_at"," 1.381891e+00","1.788228e-01","1.000000e+00"
"40702","242249_at","-1.629549e-01","8.726757e-01","1.000000e+00"
"40703","242250_at","-7.981392e-02","9.377380e-01","1.000000e+00"
"40704","242252_at"," 1.838155e+00","7.975767e-02","1.000000e+00"
"40705","242253_at","-2.287835e-01","8.228336e-01","1.000000e+00"
"40706","242254_at"," 2.711423e-02","9.788224e-01","1.000000e+00"
"40707","242256_x_at"," 1.199102e+00","2.509927e-01","1.000000e+00"
"40708","242257_at"," 1.444130e+00","1.698690e-01","1.000000e+00"
"40709","242258_at"," 2.246850e-01","8.241901e-01","1.000000e+00"
"40710","242259_at"," 1.267034e+00","2.265343e-01","1.000000e+00"
"40711","242260_at"," 2.847642e+00","9.133904e-03","1.000000e+00"
"40712","242261_at","-8.393773e-01","4.138818e-01","1.000000e+00"
"40713","242262_x_at"," 2.226095e+00","4.253356e-02","1.000000e+00"
"40714","242263_at"," 1.092518e+00","2.912571e-01","1.000000e+00"
"40715","242264_at"," 3.454442e+00","1.667255e-03","1.000000e+00"
"40716","242265_at"," 3.150914e-01","7.564714e-01","1.000000e+00"
"40717","242266_x_at","-2.869124e-01","7.771128e-01","1.000000e+00"
"40718","242267_x_at"," 2.286930e+00","3.193832e-02","1.000000e+00"
"40719","242268_at","-1.561620e+00","1.348360e-01","1.000000e+00"
"40720","242269_at","-8.636806e-01","4.030509e-01","1.000000e+00"
"40721","242270_at"," 3.538276e-02","9.720366e-01","1.000000e+00"
"40722","242271_at","-1.078420e+00","3.065884e-01","1.000000e+00"
"40723","242273_at","-9.681086e-02","9.241471e-01","1.000000e+00"
"40724","242274_x_at"," 6.340564e-01","5.343164e-01","1.000000e+00"
"40725","242275_at"," 2.096655e+00","5.452684e-02","1.000000e+00"
"40726","242276_at"," 2.670185e+00","1.398704e-02","1.000000e+00"
"40727","242277_at","-1.577168e+00","1.361903e-01","1.000000e+00"
"40728","242278_at","-1.719186e-01","8.654185e-01","1.000000e+00"
"40729","242279_at","-7.532558e-01","4.659455e-01","1.000000e+00"
"40730","242280_x_at","-1.597179e+00","1.321660e-01","1.000000e+00"
"40731","242281_at","-2.277864e+00","4.214654e-02","1.000000e+00"
"40732","242282_at"," 1.453117e+00","1.701521e-01","1.000000e+00"
"40733","242283_at"," 8.293369e-01","4.170187e-01","1.000000e+00"
"40734","242284_at","-3.455340e-01","7.350105e-01","1.000000e+00"
"40735","242285_at"," 1.176096e+00","2.599083e-01","1.000000e+00"
"40736","242286_at","-2.853178e-01","7.791983e-01","1.000000e+00"
"40737","242287_at","-1.448518e+00","1.750136e-01","1.000000e+00"
"40738","242288_s_at","-2.375943e+00","3.765942e-02","1.000000e+00"
"40739","242289_at"," 2.079387e+00","5.670666e-02","1.000000e+00"
"40740","242290_at","-1.689679e+00","1.124812e-01","1.000000e+00"
"40741","242291_at"," 2.198974e-02","9.828059e-01","1.000000e+00"
"40742","242295_at","-3.418379e-01","7.362868e-01","1.000000e+00"
"40743","242296_x_at","-3.125656e-01","7.577006e-01","1.000000e+00"
"40744","242297_at","-8.892432e-01","3.927717e-01","1.000000e+00"
"40745","242299_at"," 8.098408e-01","4.302261e-01","1.000000e+00"
"40746","242300_at"," 1.866847e+00","8.597322e-02","1.000000e+00"
"40747","242302_at"," 2.860029e-01","7.778016e-01","1.000000e+00"
"40748","242303_at"," 1.513074e+00","1.452807e-01","1.000000e+00"
"40749","242304_at"," 1.443576e+00","1.759288e-01","1.000000e+00"
"40750","242305_at"," 9.580810e-01","3.520340e-01","1.000000e+00"
"40751","242307_at"," 5.139578e-01","6.127980e-01","1.000000e+00"
"40752","242310_at","-4.260266e-01","6.769773e-01","1.000000e+00"
"40753","242312_x_at"," 1.822730e+00","9.342182e-02","1.000000e+00"
"40754","242313_at"," 1.724305e+00","9.988325e-02","1.000000e+00"
"40755","242314_at"," 1.569658e+00","1.446856e-01","1.000000e+00"
"40756","242315_at","-1.144536e+00","2.737663e-01","1.000000e+00"
"40757","242316_at"," 9.388690e-01","3.661557e-01","1.000000e+00"
"40758","242317_at"," 3.226947e+00","4.440777e-03","1.000000e+00"
"40759","242318_at"," 1.642956e+00","1.184223e-01","1.000000e+00"
"40760","242319_at","-3.452364e-04","9.997278e-01","1.000000e+00"
"40761","242320_at","-2.208524e+00","4.335231e-02","1.000000e+00"
"40762","242321_at","-3.952667e+00","1.305345e-03","1.000000e+00"
"40763","242322_at"," 1.610434e+00","1.309547e-01","1.000000e+00"
"40764","242323_at"," 2.090764e+00","5.398946e-02","1.000000e+00"
"40765","242325_at","-1.277271e+00","2.252067e-01","1.000000e+00"
"40766","242326_at","-4.434655e-01","6.632110e-01","1.000000e+00"
"40767","242327_x_at"," 1.169073e+00","2.652993e-01","1.000000e+00"
"40768","242328_at"," 1.703143e-01","8.673777e-01","1.000000e+00"
"40769","242330_at","-1.196635e+00","2.445887e-01","1.000000e+00"
"40770","242331_x_at","-6.641428e-01","5.150786e-01","1.000000e+00"
"40771","242332_at","-3.241245e-01","7.525724e-01","1.000000e+00"
"40772","242333_at","-1.175307e+00","2.558229e-01","1.000000e+00"
"40773","242334_at"," 2.005806e+00","6.202548e-02","1.000000e+00"
"40774","242335_at","-5.708450e-01","5.784145e-01","1.000000e+00"
"40775","242338_at","-1.601649e+00","1.208518e-01","1.000000e+00"
"40776","242339_at"," 1.686567e+00","1.057227e-01","1.000000e+00"
"40777","242343_x_at","-2.398198e-01","8.129752e-01","1.000000e+00"
"40778","242344_at"," 3.159634e+00","3.446597e-03","1.000000e+00"
"40779","242345_at"," 9.927869e-01","3.324715e-01","1.000000e+00"
"40780","242346_x_at","-6.815835e-01","5.070050e-01","1.000000e+00"
"40781","242347_at","-8.514891e-01","4.114915e-01","1.000000e+00"
"40782","242348_at"," 2.183816e-01","8.300099e-01","1.000000e+00"
"40783","242349_at","-7.301678e-01","4.767492e-01","1.000000e+00"
"40784","242351_at"," 6.621088e-01","5.166224e-01","1.000000e+00"
"40785","242352_at"," 5.361728e-02","9.578842e-01","1.000000e+00"
"40786","242353_at"," 6.031927e-01","5.572542e-01","1.000000e+00"
"40787","242354_at"," 5.423780e+00","4.118512e-05","1.000000e+00"
"40788","242355_at"," 7.661331e-01","4.543339e-01","1.000000e+00"
"40789","242357_x_at","-5.535236e-01","5.877744e-01","1.000000e+00"
"40790","242358_at","-6.931475e+00","3.165143e-05","1.000000e+00"
"40791","242360_at","-1.511774e+00","1.421830e-01","1.000000e+00"
"40792","242361_at","-8.119695e-01","4.311492e-01","1.000000e+00"
"40793","242362_at","-2.845457e+00","1.037237e-02","1.000000e+00"
"40794","242363_at","-1.954585e-01","8.471272e-01","1.000000e+00"
"40795","242365_at"," 1.212868e+00","2.458559e-01","1.000000e+00"
"40796","242366_at","-1.425747e+00","1.677381e-01","1.000000e+00"
