"","Gene","statistic","pvalue","adj_p_value"
"13602","206940_s_at"," 2.019794e+00","5.188053e-02","1.000000e+00"
"13603","206942_s_at"," 6.324259e-01","5.371176e-01","1.000000e+00"
"13604","206943_at","-3.681058e+00","2.054189e-03","1.000000e+00"
"13605","206944_at"," 1.348016e+00","2.019047e-01","1.000000e+00"
"13606","206945_at"," 2.449941e+00","2.507455e-02","1.000000e+00"
"13607","206946_at"," 6.197660e-01","5.463917e-01","1.000000e+00"
"13608","206947_at"," 1.108757e+00","2.836837e-01","1.000000e+00"
"13609","206948_at"," 2.621557e+00","1.673554e-02","1.000000e+00"
"13610","206949_s_at"," 1.218524e+00","2.348328e-01","1.000000e+00"
"13611","206951_at"," 2.905182e-01","7.748763e-01","1.000000e+00"
"13612","206952_at","-3.449742e-02","9.728917e-01","1.000000e+00"
"13613","206953_s_at","-4.327946e+00","8.924774e-04","1.000000e+00"
"13614","206954_at","-8.163135e-01","4.316244e-01","1.000000e+00"
"13615","206957_at"," 2.308216e+00","3.329796e-02","1.000000e+00"
"13616","206958_s_at"," 1.238902e+00","2.269584e-01","1.000000e+00"
"13617","206960_at","-9.997862e-01","3.285198e-01","1.000000e+00"
"13618","206962_x_at"," 7.174201e-01","4.870899e-01","1.000000e+00"
"13619","206963_s_at"," 5.755911e-01","5.761484e-01","1.000000e+00"
"13620","206964_at"," 4.895073e-01","6.331054e-01","1.000000e+00"
"13621","206967_at"," 6.476440e-02","9.492979e-01","1.000000e+00"
"13622","206970_at"," 6.855352e-01","5.036926e-01","1.000000e+00"
"13623","206971_at","-1.025065e+00","3.277994e-01","1.000000e+00"
"13624","206973_at","-1.423402e+00","1.786522e-01","1.000000e+00"
"13625","206974_at"," 4.644363e-01","6.501452e-01","1.000000e+00"
"13626","206975_at"," 4.268815e-01","6.766640e-01","1.000000e+00"
"13627","206976_s_at","-1.687876e+00","1.141354e-01","1.000000e+00"
"13628","206977_at"," 8.324994e-01","4.143423e-01","1.000000e+00"
"13629","206978_at","-3.264908e+00","4.519059e-03","1.000000e+00"
"13630","206979_at"," 1.627671e+00","1.267160e-01","1.000000e+00"
"13631","206981_at"," 1.153937e+00","2.669416e-01","1.000000e+00"
"13632","206982_at"," 6.505159e-01","5.253944e-01","1.000000e+00"
"13633","206983_at"," 1.494214e+00","1.600766e-01","1.000000e+00"
"13634","206984_s_at","-1.406576e+00","1.827533e-01","1.000000e+00"
"13635","206985_at"," 3.706508e-01","7.145670e-01","1.000000e+00"
"13636","206987_x_at","-2.262011e+00","4.119138e-02","1.000000e+00"
"13637","206988_at","-8.573391e-02","9.331623e-01","1.000000e+00"
"13638","206989_s_at"," 9.052986e-01","3.801925e-01","1.000000e+00"
"13639","206990_at"," 1.132369e+00","2.715592e-01","1.000000e+00"
"13640","206991_s_at","-3.675729e+00","2.378679e-03","1.000000e+00"
"13641","206992_s_at"," 5.240982e+00","4.992647e-05","1.000000e+00"
"13642","206994_at","-1.907041e-01","8.504474e-01","1.000000e+00"
"13643","206995_x_at","-2.789118e+00","1.726969e-02","1.000000e+00"
"13644","206996_x_at"," 4.485655e-02","9.646744e-01","1.000000e+00"
"13645","206997_s_at"," 3.123525e+00","6.302284e-03","1.000000e+00"
"13646","206998_x_at"," 9.471429e-01","3.566741e-01","1.000000e+00"
"13647","207000_s_at","-5.382371e+00","6.614714e-06","2.818000e-01"
"13648","207001_x_at","-3.904672e+00","2.290560e-03","1.000000e+00"
"13649","207002_s_at","-3.228890e-01","7.494953e-01","1.000000e+00"
"13650","207003_at"," 5.519948e+00","4.659301e-06","1.987891e-01"
"13651","207004_at"," 1.049940e+00","3.085687e-01","1.000000e+00"
"13652","207005_s_at"," 1.448492e+00","1.706513e-01","1.000000e+00"
"13653","207007_at"," 1.859255e+00","8.062849e-02","1.000000e+00"
"13654","207008_at","-5.887418e-01","5.619457e-01","1.000000e+00"
"13655","207010_at"," 1.589754e+00","1.236423e-01","1.000000e+00"
"13656","207011_s_at","-3.424908e+00","2.612682e-03","1.000000e+00"
"13657","207013_s_at"," 1.847931e+00","8.839123e-02","1.000000e+00"
"13658","207014_at"," 5.670930e-01","5.787230e-01","1.000000e+00"
"13659","207016_s_at","-1.006356e+00","3.315946e-01","1.000000e+00"
"13660","207018_s_at"," 1.542568e+00","1.423917e-01","1.000000e+00"
"13661","207019_s_at"," 2.859432e-01","7.802899e-01","1.000000e+00"
"13662","207020_at"," 8.454867e-01","4.119926e-01","1.000000e+00"
"13663","207021_at"," 7.322061e-03","9.942245e-01","1.000000e+00"
"13664","207023_x_at"," 4.481227e-02","9.646053e-01","1.000000e+00"
"13665","207024_at"," 1.090620e+00","2.924781e-01","1.000000e+00"
"13666","207025_at"," 1.712396e+00","1.056850e-01","1.000000e+00"
"13667","207026_s_at"," 1.498276e+00","1.476524e-01","1.000000e+00"
"13668","207027_at"," 2.995256e+00","6.239758e-03","1.000000e+00"
"13669","207028_at"," 1.048856e+00","3.054532e-01","1.000000e+00"
"13670","207029_at"," 6.806816e-01","5.047981e-01","1.000000e+00"
"13671","207030_s_at","-3.679351e+00","2.225422e-03","1.000000e+00"
"13672","207031_at","-4.860187e+00","5.134500e-04","1.000000e+00"
"13673","207032_s_at"," 5.784041e-01","5.736862e-01","1.000000e+00"
"13674","207033_at"," 3.140210e+00","3.777508e-03","1.000000e+00"
"13675","207034_s_at","-3.892992e+00","2.850349e-03","1.000000e+00"
"13676","207035_at"," 9.476706e-01","3.565402e-01","1.000000e+00"
"13677","207036_x_at"," 1.457091e-01","8.860568e-01","1.000000e+00"
"13678","207037_at"," 3.858855e+00","1.663184e-03","1.000000e+00"
"13679","207038_at","-2.332199e+00","3.917846e-02","1.000000e+00"
"13680","207039_at","-1.622167e+00","1.238631e-01","1.000000e+00"
"13681","207040_s_at"," 4.217935e-01","6.787151e-01","1.000000e+00"
"13682","207041_at"," 4.050116e+00","1.054442e-03","1.000000e+00"
"13683","207042_at"," 3.205648e+00","3.714736e-03","1.000000e+00"
"13684","207043_s_at"," 1.254026e+00","2.303763e-01","1.000000e+00"
"13685","207044_at"," 5.258631e-01","6.041747e-01","1.000000e+00"
"13686","207045_at","-5.332027e-01","6.000416e-01","1.000000e+00"
"13687","207047_s_at"," 4.284421e-01","6.718179e-01","1.000000e+00"
"13688","207048_at"," 7.631134e-01","4.591723e-01","1.000000e+00"
"13689","207050_at","-1.654776e+00","1.240972e-01","1.000000e+00"
"13690","207051_at"," 1.710401e+00","1.031556e-01","1.000000e+00"
"13691","207052_at"," 1.412913e+00","1.683280e-01","1.000000e+00"
"13692","207054_at"," 5.820039e-01","5.686419e-01","1.000000e+00"
"13693","207057_at","-8.142283e-01","4.240711e-01","1.000000e+00"
"13694","207058_s_at"," 4.990808e-01","6.252605e-01","1.000000e+00"
"13695","207060_at"," 1.774078e+00","8.640213e-02","1.000000e+00"
"13696","207061_at"," 4.412683e-03","9.965098e-01","1.000000e+00"
"13697","207062_at"," 9.818489e-01","3.386179e-01","1.000000e+00"
"13698","207063_at","-4.402619e-01","6.647567e-01","1.000000e+00"
"13699","207064_s_at","-1.009887e+00","3.237222e-01","1.000000e+00"
"13700","207065_at"," 1.567083e+00","1.332316e-01","1.000000e+00"
"13701","207066_at"," 1.006236e+00","3.256884e-01","1.000000e+00"
"13702","207069_s_at"," 1.019951e+00","3.182250e-01","1.000000e+00"
"13703","207070_at"," 6.971147e-01","4.970491e-01","1.000000e+00"
"13704","207072_at","-1.440264e+00","1.752175e-01","1.000000e+00"
"13705","207073_at"," 2.059644e+00","6.147812e-02","1.000000e+00"
"13706","207074_s_at"," 5.554574e+00","4.198362e-06","1.791987e-01"
"13707","207075_at","-3.076437e+00","9.213095e-03","1.000000e+00"
"13708","207076_s_at"," 2.421736e+00","2.645783e-02","1.000000e+00"
"13709","207077_at"," 1.829700e+00","8.756103e-02","1.000000e+00"
"13710","207078_at","-1.498293e+00","1.593805e-01","1.000000e+00"
"13711","207080_s_at"," 3.273779e+00","2.563299e-03","1.000000e+00"
"13712","207082_at","-2.563911e-01","8.024414e-01","1.000000e+00"
"13713","207083_s_at"," 5.266598e+00","3.782574e-05","1.000000e+00"
"13714","207084_at"," 9.506143e-01","3.554042e-01","1.000000e+00"
"13715","207085_x_at","-3.518270e+00","4.089804e-03","1.000000e+00"
"13716","207086_x_at"," 2.068174e-02","9.838206e-01","1.000000e+00"
"13717","207087_x_at"," 9.265240e-02","9.275124e-01","1.000000e+00"
"13718","207088_s_at"," 1.941910e+00","6.993871e-02","1.000000e+00"
"13719","207089_at"," 4.079228e+00","3.917910e-04","1.000000e+00"
"13720","207090_x_at","-4.395111e-01","6.654669e-01","1.000000e+00"
"13721","207092_at","-8.853532e-01","3.933273e-01","1.000000e+00"
"13722","207093_s_at"," 1.434289e+00","1.716057e-01","1.000000e+00"
"13723","207094_at"," 3.330007e-01","7.416866e-01","1.000000e+00"
"13724","207095_at"," 1.335344e+00","1.957802e-01","1.000000e+00"
"13725","207097_s_at"," 1.064757e+00","3.019478e-01","1.000000e+00"
"13726","207098_s_at"," 1.255920e+00","2.242442e-01","1.000000e+00"
"13727","207099_s_at"," 7.580929e-01","4.610944e-01","1.000000e+00"
"13728","207100_s_at","-1.032424e+00","3.157841e-01","1.000000e+00"
"13729","207101_at"," 8.184275e-01","4.231950e-01","1.000000e+00"
"13730","207102_at"," 8.404424e-01","4.108356e-01","1.000000e+00"
"13731","207103_at","-3.611521e+00","5.309379e-03","1.000000e+00"
"13732","207104_x_at","-3.201794e+00","6.497396e-03","1.000000e+00"
"13733","207106_s_at"," 2.321548e+00","3.404954e-02","1.000000e+00"
"13734","207107_at","-5.063770e-01","6.203602e-01","1.000000e+00"
"13735","207108_s_at"," 6.872598e-01","4.998821e-01","1.000000e+00"
"13736","207109_at"," 6.040837e-01","5.539501e-01","1.000000e+00"
"13737","207112_s_at"," 9.663450e-01","3.494292e-01","1.000000e+00"
"13738","207116_s_at"," 1.780152e+00","8.501626e-02","1.000000e+00"
"13739","207117_at","-6.089282e-01","5.538633e-01","1.000000e+00"
"13740","207119_at","-3.324503e+00","5.672401e-03","1.000000e+00"
"13741","207121_s_at"," 1.304627e+00","2.122548e-01","1.000000e+00"
"13742","207122_x_at"," 1.582733e+00","1.291778e-01","1.000000e+00"
"13743","207123_s_at"," 2.399255e+00","2.676983e-02","1.000000e+00"
"13744","207124_s_at","-5.265018e+00","7.708241e-05","1.000000e+00"
"13745","207125_at"," 6.544327e-01","5.230538e-01","1.000000e+00"
"13746","207126_x_at"," 4.246449e+00","4.247163e-04","1.000000e+00"
"13747","207127_s_at"," 2.287113e-02","9.820175e-01","1.000000e+00"
"13748","207131_x_at"," 1.525362e+00","1.492707e-01","1.000000e+00"
"13749","207133_x_at","-1.237301e-01","9.031923e-01","1.000000e+00"
"13750","207134_x_at","-2.344106e+00","3.217974e-02","1.000000e+00"
"13751","207135_at","-3.765259e+00","3.745534e-03","1.000000e+00"
"13752","207136_at"," 1.926427e+00","7.314455e-02","1.000000e+00"
"13753","207138_at"," 1.757801e+00","1.004669e-01","1.000000e+00"
"13754","207139_at"," 2.678760e+00","1.584855e-02","1.000000e+00"
"13755","207141_s_at"," 2.142056e+00","4.057870e-02","1.000000e+00"
"13756","207144_s_at"," 9.337386e-01","3.634899e-01","1.000000e+00"
"13757","207145_at"," 2.959955e-02","9.766881e-01","1.000000e+00"
"13758","207146_at"," 1.439898e+00","1.695340e-01","1.000000e+00"
"13759","207147_at"," 2.173582e+00","3.730167e-02","1.000000e+00"
"13760","207149_at"," 1.296985e+00","2.068740e-01","1.000000e+00"
"13761","207150_at"," 6.106008e-01","5.498545e-01","1.000000e+00"
"13762","207151_at"," 6.068490e-01","5.517449e-01","1.000000e+00"
"13763","207152_at"," 2.066392e+00","6.009530e-02","1.000000e+00"
"13764","207153_s_at"," 1.901209e+00","7.511494e-02","1.000000e+00"
"13765","207154_at"," 6.636005e-02","9.480704e-01","1.000000e+00"
"13766","207155_at"," 2.500821e+00","2.415172e-02","1.000000e+00"
"13767","207156_at"," 1.211621e+00","2.399544e-01","1.000000e+00"
"13768","207157_s_at"," 1.780002e+00","9.334756e-02","1.000000e+00"
"13769","207158_at"," 2.161781e+00","4.958059e-02","1.000000e+00"
"13770","207159_x_at"," 1.051144e+00","3.051689e-01","1.000000e+00"
"13771","207160_at"," 6.444141e-01","5.282693e-01","1.000000e+00"
"13772","207161_at","-4.666584e-01","6.467069e-01","1.000000e+00"
"13773","207163_s_at","-3.257455e-01","7.492131e-01","1.000000e+00"
"13774","207164_s_at"," 3.658728e+00","1.202271e-03","1.000000e+00"
"13775","207165_at"," 2.328559e+00","3.452015e-02","1.000000e+00"
"13776","207166_at"," 2.337925e+00","2.655765e-02","1.000000e+00"
"13777","207169_x_at"," 1.979227e+00","7.027514e-02","1.000000e+00"
"13778","207170_s_at"," 2.765977e+00","1.028076e-02","1.000000e+00"
"13779","207172_s_at","-6.778182e+00","3.376035e-06","1.441938e-01"
"13780","207173_x_at","-7.771422e+00","4.568480e-08","1.968969e-03"
"13781","207174_at"," 2.393466e+00","2.718073e-02","1.000000e+00"
"13782","207175_at","-2.097566e+00","6.468040e-02","1.000000e+00"
"13783","207177_at","-2.614034e+00","2.507765e-02","1.000000e+00"
"13784","207178_s_at"," 1.729778e+00","1.082696e-01","1.000000e+00"
"13785","207180_s_at"," 2.039539e+00","6.172982e-02","1.000000e+00"
"13786","207181_s_at"," 3.424261e+00","5.574129e-03","1.000000e+00"
"13787","207182_at"," 7.233594e-01","4.784398e-01","1.000000e+00"
"13788","207185_at"," 1.127672e+00","2.738335e-01","1.000000e+00"
"13789","207186_s_at","-1.034771e+00","3.156337e-01","1.000000e+00"
"13790","207187_at"," 1.119234e+00","2.801717e-01","1.000000e+00"
"13791","207188_at","-3.251303e-01","7.492865e-01","1.000000e+00"
"13792","207189_s_at"," 1.037364e+00","3.154429e-01","1.000000e+00"
"13793","207190_at","-1.394291e+00","1.836573e-01","1.000000e+00"
"13794","207191_s_at","-6.390725e+00","2.018878e-05","8.551562e-01"
"13795","207193_at"," 1.381870e+00","1.868749e-01","1.000000e+00"
"13796","207194_s_at"," 8.418675e-01","4.110327e-01","1.000000e+00"
"13797","207195_at"," 4.493488e-01","6.594605e-01","1.000000e+00"
"13798","207196_s_at","-1.612014e-01","8.737473e-01","1.000000e+00"
"13799","207197_at"," 1.690377e+00","1.121700e-01","1.000000e+00"
"13800","207198_s_at","-3.542920e+00","2.407290e-03","1.000000e+00"
"13801","207200_at"," 2.298111e+00","2.833776e-02","1.000000e+00"
"13802","207201_s_at"," 1.892037e+00","7.254732e-02","1.000000e+00"
"13803","207202_s_at"," 2.027610e+00","6.652332e-02","1.000000e+00"
"13804","207203_s_at"," 2.258315e+00","4.349848e-02","1.000000e+00"
"13805","207204_at"," 9.630007e-01","3.512712e-01","1.000000e+00"
"13806","207205_at"," 1.401719e+00","1.723654e-01","1.000000e+00"
"13807","207206_s_at"," 1.918016e-01","8.495027e-01","1.000000e+00"
"13808","207207_at"," 1.859401e+00","8.915095e-02","1.000000e+00"
"13809","207208_at"," 4.376298e-01","6.666084e-01","1.000000e+00"
"13810","207209_at"," 1.106322e+00","2.827749e-01","1.000000e+00"
"13811","207210_at"," 6.746553e-01","5.118524e-01","1.000000e+00"
"13812","207211_at"," 8.848491e-01","3.898486e-01","1.000000e+00"
"13813","207212_at"," 1.885229e+00","8.130396e-02","1.000000e+00"
"13814","207213_s_at"," 1.025952e+00","3.215937e-01","1.000000e+00"
"13815","207214_at"," 4.731245e+00","3.466640e-04","1.000000e+00"
"13816","207215_at"," 1.203638e+00","2.480130e-01","1.000000e+00"
"13817","207217_s_at"," 1.848171e+00","9.085353e-02","1.000000e+00"
"13818","207218_at"," 1.399129e+00","1.801933e-01","1.000000e+00"
"13819","207219_at"," 1.854392e+00","7.669858e-02","1.000000e+00"
"13820","207220_at","-7.602529e-01","4.565532e-01","1.000000e+00"
"13821","207221_at","-4.225640e-01","6.795716e-01","1.000000e+00"
"13822","207222_at"," 3.407540e+00","4.240522e-03","1.000000e+00"
"13823","207223_s_at"," 8.551669e-01","4.117752e-01","1.000000e+00"
"13824","207224_s_at","-3.952479e+00","2.659183e-03","1.000000e+00"
"13825","207225_at"," 1.456566e+00","1.671459e-01","1.000000e+00"
"13826","207226_at"," 4.303738e-01","6.742728e-01","1.000000e+00"
"13827","207227_x_at"," 9.007560e-02","9.292000e-01","1.000000e+00"
"13828","207228_at"," 1.067617e+00","3.020643e-01","1.000000e+00"
"13829","207229_at"," 1.936521e+00","7.070579e-02","1.000000e+00"
"13830","207230_at"," 4.849010e-01","6.366074e-01","1.000000e+00"
"13831","207232_s_at"," 1.193133e+00","2.442466e-01","1.000000e+00"
"13832","207233_s_at","-8.345485e+00","2.389919e-06","1.022097e-01"
"13833","207234_at","-1.056622e+00","3.037914e-01","1.000000e+00"
"13834","207235_s_at"," 2.106386e-01","8.358764e-01","1.000000e+00"
"13835","207237_at"," 4.671549e-01","6.495383e-01","1.000000e+00"
"13836","207238_s_at","-4.603956e+00","9.154434e-05","1.000000e+00"
"13837","207239_s_at"," 2.174869e-01","8.309546e-01","1.000000e+00"
"13838","207240_s_at"," 1.114018e+00","2.815250e-01","1.000000e+00"
"13839","207241_at"," 3.135586e+00","5.326948e-03","1.000000e+00"
"13840","207242_s_at","-2.182132e-01","8.304682e-01","1.000000e+00"
"13841","207243_s_at"," 1.504007e-01","8.814500e-01","1.000000e+00"
"13842","207244_x_at"," 4.335985e-01","6.722873e-01","1.000000e+00"
"13843","207245_at"," 5.955190e+00","2.133773e-06","9.128708e-02"
"13844","207246_at","-3.383956e-01","7.379863e-01","1.000000e+00"
"13845","207247_s_at","-3.495915e-01","7.292658e-01","1.000000e+00"
"13846","207248_at"," 1.974846e+00","7.256562e-02","1.000000e+00"
"13847","207249_s_at"," 4.287294e+00","2.381601e-04","1.000000e+00"
"13848","207250_at"," 5.731842e-01","5.729353e-01","1.000000e+00"
"13849","207251_at"," 2.197028e+00","3.541688e-02","1.000000e+00"
"13850","207252_at"," 1.275528e+00","2.220226e-01","1.000000e+00"
"13851","207253_s_at"," 6.781953e-01","5.061457e-01","1.000000e+00"
"13852","207255_at"," 1.045399e-01","9.177687e-01","1.000000e+00"
"13853","207256_at"," 2.283663e-01","8.211493e-01","1.000000e+00"
"13854","207257_at"," 3.560240e+00","2.077894e-03","1.000000e+00"
"13855","207258_at"," 1.594375e+00","1.300788e-01","1.000000e+00"
"13856","207259_at"," 2.354524e+00","3.133576e-02","1.000000e+00"
"13857","207262_at"," 1.788638e-01","8.604925e-01","1.000000e+00"
"13858","207264_at","-9.189800e-01","3.746720e-01","1.000000e+00"
"13859","207265_s_at"," 2.455777e-01","8.088166e-01","1.000000e+00"
"13860","207266_x_at","-7.812471e+00","6.168835e-07","2.648034e-02"
"13861","207269_at"," 2.126577e+00","4.196471e-02","1.000000e+00"
"13862","207271_x_at"," 1.944255e+00","7.359171e-02","1.000000e+00"
"13863","207272_at"," 2.657063e-01","7.939355e-01","1.000000e+00"
"13864","207273_at"," 7.201828e-01","4.811392e-01","1.000000e+00"
"13865","207275_s_at","-3.594078e+00","1.725666e-03","1.000000e+00"
"13866","207276_at"," 7.925197e-01","4.374093e-01","1.000000e+00"
"13867","207277_at","-4.906355e+00","1.073135e-04","1.000000e+00"
"13868","207278_s_at"," 5.163476e-01","6.141134e-01","1.000000e+00"
"13869","207279_s_at"," 2.093679e+00","4.917440e-02","1.000000e+00"
"13870","207280_at","-6.949874e-01","4.955515e-01","1.000000e+00"
"13871","207285_x_at"," 6.806625e-01","5.081040e-01","1.000000e+00"
"13872","207286_at","-1.578825e-01","8.767550e-01","1.000000e+00"
"13873","207288_at"," 1.250629e+00","2.268301e-01","1.000000e+00"
"13874","207290_at"," 1.263343e+00","2.286286e-01","1.000000e+00"
"13875","207291_at"," 1.225622e+00","2.420450e-01","1.000000e+00"
"13876","207292_s_at"," 8.204284e-04","9.993536e-01","1.000000e+00"
"13877","207293_s_at"," 1.382729e+00","1.839034e-01","1.000000e+00"
"13878","207294_at","-8.828591e-01","3.953207e-01","1.000000e+00"
"13879","207295_at"," 1.411846e+00","1.795369e-01","1.000000e+00"
"13880","207296_at"," 5.101472e-01","6.135807e-01","1.000000e+00"
"13881","207298_at"," 1.273749e+00","2.147384e-01","1.000000e+00"
